x1,x2,x3,x4,x5,x6
1.8688726381946532,-10.463548815366558,0.6746376800282479,0.9123934916229792,-0.0030393195735846468,-2.2024427229393186
-0.13784042847499478,5.363185503561379,-0.44491435595881507,4.125289590231359,0.0021847996490951967,-6.643934520041377
1.0512633618212797,-7.97712115033104,-1.9266346106969883,1.1954107497390631,0.01757474165874631,-6.092424409743975
1.426620255962756,-10.728448478329588,-0.06289073316742616,2.0539377993988848,0.0013060925297563692,-4.519170930256256
1.8411224237472505,-4.068528070198935,-0.49386368190460933,3.3543499654010227,-0.014657927947483334,4.857382711496938
0.041980424472124245,-8.189460569246672,-0.3516698695135389,2.0655235867644963,-0.009939810034444023,-3.662707617983778
1.5676288122449709,3.2530545527899593,-1.240625383360124,2.048136895290381,-0.011276170491154255,-6.240893421973834
-0.4427747392931032,-7.585750690780973,-0.6166452969782277,3.146180272231251,-0.005783097889940899,-4.6045850389077305
-1.6011526023543188,6.21120768419736,0.46675188437784176,3.037995876687941,0.0019185471040407812,-6.2314155645070395
-1.7566400649694174,-8.001755287768297,1.2519189046910533,1.3167608174798526,-0.00971407927561739,-4.739373221910186
-0.8756950128124741,-8.137314423138545,1.6275007771457877,1.4680677149755326,-0.013670464133267802,-5.803405586841166
1.3385085268737784,-9.074388541995628,-0.1493649262516949,1.7450421141790575,0.0005360748256066343,-3.0309054260006763
0.028317234583178585,-1.7347071295317513,-0.7716578558709584,2.0985600131080138,-0.0033599112031830903,6.647517101068538
1.3882590840013513,-2.6922233628242718,-0.4118846953111331,1.5264011304626577,0.009860210443186513,7.264293947912565
0.06541946812576205,-9.167195332026209,1.0664166232851702,2.2356928890749965,-0.0002525032390974516,-5.904673806297407
-0.9809794681892168,6.439480034377763,1.3648725727457987,0.5981073553350302,0.00204468624314017,-5.205578939203271
1.5681031326782242,-2.72996730177172,1.482997066136286,3.2792172332057494,0.003216115059403159,3.366892042134522
1.2615734228864874,-2.6104698446501127,-0.4912986598184294,2.3130976110547734,0.019018101000351322,6.431451445681765
-0.9392669052792866,6.649043287380509,3.1201529455775017,2.808384503530058,-0.0034543925421546173,-15.657497815969778
-0.20359380449802877,-8.201249537139136,0.17405258517545644,0.8112997615386621,0.0033204663880335994,-1.8287785375451682
